Date;Open;High;Low;Close ;Adj Close ;Volume
Jun 18, 2024;66,490.98;66,556.70;64,066.96;65,140.75;65,140.75;39,481,285,950
Jun 17, 2024;66,636.52;67,188.32;65,094.96;66,490.30;66,490.30;30,006,354,476
Jun 16, 2024;66,189.36;66,894.84;66,018.25;66,639.05;66,639.05;13,281,140,541
Jun 15, 2024;66,006.74;66,402.19;65,871.77;66,191.00;66,191.00;14,121,265,576
Jun 14, 2024;66,747.57;67,294.65;65,056.89;66,011.09;66,011.09;27,403,884,779
Jun 13, 2024;68,243.10;68,365.78;66,304.56;66,756.40;66,756.40;28,955,204,146
Jun 12, 2024;67,321.38;69,977.89;66,902.45;68,241.19;68,241.19;34,497,940,694
Jun 11, 2024;69,508.08;69,549.41;66,123.60;67,332.03;67,332.03;37,116,136,345
Jun 10, 2024;69,644.31;70,146.07;69,232.42;69,512.28;69,512.28;20,597,699,541
Jun 9, 2024;69,297.49;69,817.52;69,160.84;69,647.99;69,647.99;13,534,028,500
Jun 8, 2024;69,324.18;69,533.32;69,210.74;69,305.77;69,305.77;14,262,185,861
Jun 7, 2024;70,759.19;71,907.85;68,507.26;69,342.59;69,342.59;36,188,381,096
Jun 6, 2024;71,082.84;71,625.73;70,119.13;70,757.16;70,757.16;25,223,152,007
Jun 5, 2024;70,568.35;71,735.41;70,390.71;71,082.82;71,082.82;32,810,771,409
Jun 4, 2024;68,804.57;71,047.41;68,564.64;70,567.77;70,567.77;33,149,696,545
Jun 3, 2024;67,753.90;70,230.82;67,589.84;68,804.78;68,804.78;32,401,285,324
Jun 2, 2024;67,710.27;68,409.16;67,315.52;67,751.60;67,751.60;17,110,588,415
Jun 1, 2024;67,489.61;67,839.77;67,386.20;67,706.94;67,706.94;11,641,495,604
May 31, 2024;68,362.52;68,999.56;66,633.42;67,491.41;67,491.41;27,387,283,769
May 30, 2024;67,576.09;69,500.54;67,118.08;68,364.99;68,364.99;29,509,712,534
May 29, 2024;68,296.35;68,852.46;67,101.49;67,578.09;67,578.09;26,707,072,906
May 28, 2024;69,392.20;69,514.64;67,227.16;68,296.22;68,296.22;32,722,265,965
May 27, 2024;68,512.18;70,597.88;68,232.50;69,394.55;69,394.55;25,870,990,717
May 26, 2024;69,264.29;69,506.23;68,183.89;68,518.09;68,518.09;15,628,433,737
May 25, 2024;68,526.92;69,579.32;68,515.82;69,265.95;69,265.95;15,473,071,741
May 24, 2024;67,928.13;69,220.30;66,622.67;68,526.10;68,526.10;29,197,308,153
May 23, 2024;69,121.30;70,041.27;66,356.95;67,929.56;67,929.56;41,895,680,979
May 22, 2024;70,135.32;70,623.70;68,977.70;69,122.34;69,122.34;32,802,561,717
May 21, 2024;71,443.06;71,946.46;69,191.13;70,136.53;70,136.53;46,932,005,990
May 20, 2024;66,278.74;71,483.56;66,086.17;71,448.20;71,448.20;43,850,655,717
May 19, 2024;66,937.93;67,694.30;65,937.18;66,278.37;66,278.37;19,249,094,538
May 18, 2024;67,066.21;67,387.33;66,663.50;66,940.80;66,940.80;16,712,277,406
May 17, 2024;65,231.30;67,459.46;65,119.32;67,051.88;67,051.88;28,031,279,310
May 16, 2024;66,256.11;66,712.43;64,613.05;65,231.58;65,231.58;31,573,077,994
May 15, 2024;61,553.99;66,454.45;61,330.41;66,267.49;66,267.49;39,815,167,074
May 14, 2024;62,900.77;63,092.13;61,123.77;61,552.79;61,552.79;28,186,271,527
May 13, 2024;61,451.22;63,422.66;60,769.84;62,901.45;62,901.45;27,889,181,179
May 12, 2024;60,793.50;61,818.16;60,632.60;61,448.39;61,448.39;13,800,459,405
May 11, 2024;60,793.36;61,451.15;60,492.63;60,793.71;60,793.71;13,842,272,968
May 10, 2024;63,055.19;63,446.74;60,208.78;60,792.78;60,792.78;27,804,954,694
May 9, 2024;61,191.20;63,404.91;60,648.07;63,049.96;63,049.96;25,453,338,161
May 8, 2024;62,332.64;62,986.09;60,877.13;61,187.94;61,187.94;26,088,172,222
May 7, 2024;63,162.76;64,390.46;62,285.98;62,334.82;62,334.82;25,930,730,982
May 6, 2024;64,038.31;65,494.90;62,746.24;63,161.95;63,161.95;28,697,928,697
May 5, 2024;63,892.45;64,610.89;62,955.30;64,031.13;64,031.13;18,296,164,805
May 4, 2024;62,891.03;64,494.96;62,599.35;63,891.47;63,891.47;20,620,477,992
May 3, 2024;59,122.30;63,320.50;58,848.31;62,889.84;62,889.84;33,172,023,048
May 2, 2024;58,253.70;59,602.30;56,937.20;59,123.43;59,123.43;32,711,813,559
May 1, 2024;60,609.50;60,780.50;56,555.29;58,254.01;58,254.01;48,439,780,271
Apr 30, 2024;63,839.42;64,703.33;59,120.07;60,636.86;60,636.86;37,840,840,057
Apr 29, 2024;63,106.36;64,174.88;61,795.46;63,841.12;63,841.12;26,635,912,073
Apr 28, 2024;63,423.52;64,321.48;62,793.60;63,113.23;63,113.23;17,334,827,993
Apr 27, 2024;63,750.99;63,898.36;62,424.72;63,419.14;63,419.14;19,530,783,039
Apr 26, 2024;64,485.37;64,789.66;63,322.40;63,755.32;63,755.32;24,139,372,950
Apr 25, 2024;64,275.02;65,275.21;62,783.63;64,481.71;64,481.71;32,155,786,816
Apr 24, 2024;66,408.72;67,075.37;63,589.87;64,276.90;64,276.90;30,276,655,120
Apr 23, 2024;66,839.89;67,199.24;65,864.87;66,407.27;66,407.27;24,310,975,583
Apr 22, 2024;64,935.63;67,233.96;64,548.18;66,837.68;66,837.68;28,282,686,673
Apr 21, 2024;64,992.82;65,723.24;64,277.72;64,926.64;64,926.64;20,506,644,853
Apr 20, 2024;63,851.10;65,442.46;63,172.40;64,994.44;64,994.44;23,097,485,495
Apr 19, 2024;63,510.75;65,481.60;59,651.39;63,843.57;63,843.57;49,920,425,401
Apr 18, 2024;61,275.32;64,125.69;60,833.48;63,512.75;63,512.75;36,006,307,335
Apr 17, 2024;63,831.85;64,486.36;59,768.59;61,276.69;61,276.69;41,915,247,049
Apr 16, 2024;63,419.30;64,355.67;61,716.40;63,811.86;63,811.86;42,847,528,078
